Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,target
47,0,4,0,1,3,0,33,3,1,3,8854,2382,6472,0.67,4768,81,0.929,0.2689999999999999,0
53,0,4,2,1,3,0,36,3,2,2,3924,2517,1407,0.511,1417,30,0.667,0.6409999999999999,0
58,0,1,5,2,2,0,46,6,3,1,2541,1053,1488,0.926,4552,82,0.745,0.414,0
49,1,1,2,2,4,0,41,6,1,3,1438.3,0,1438.3,0.53,4538,82,1.05,0,0
46,1,5,3,2,4,0,36,6,3,3,1787,1324,463,0.684,4084,79,1.026,0.741,0
46,0,4,3,1,3,0,36,2,2,1,32949,1190,31759,0.664,14892,113,0.638,0.036,0
56,1,2,0,2,4,0,43,1,3,1,5254,0,5254,0.6509999999999999,4546,89,0.7120000000000001,0,0
54,0,1,3,2,2,0,34,5,2,0,13940,2109,11831,0.66,15577,114,0.754,0.151,0
51,0,2,2,1,1,0,40,5,1,2,12240,1566,10674,0.539,1422,26,0.529,0.128,0
41,1,1,2,1,1,0,32,6,3,1,2413,1627,786,0.726,5466,85,0.7709999999999999,0.674,0
47,0,2,2,2,0,0,41,3,2,4,10614,784,9830,0.73,4601,77,0.638,0.074,0
41,0,4,5,0,3,0,36,6,2,2,30030,2028,28002,0.601,1828,38,1.111,0.068,0
53,1,2,2,2,4,0,36,5,1,4,2708,2271,437,0.61,4812,83,0.7659999999999999,0.8390000000000001,0
53,0,3,2,1,2,0,36,4,3,2,3539,2517,1022,0.569,1677,45,0.5,0.711,0
48,0,2,2,0,3,0,43,5,3,2,6383,1436,4947,0.845,4462,88,0.66,0.225,0
59,0,1,2,2,1,0,53,3,3,3,6035,1392,4643,0.361,1551,32,0.6,0.231,0
53,0,3,3,1,0,0,44,4,2,0,9025,1005,8020,0.568,4412,87,0.706,0.111,0
62,0,2,2,2,4,0,48,6,3,2,5844,2013,3831,0.478,3546,65,0.5479999999999999,0.344,0
53,0,2,0,2,0,1,36,2,1,1,34516,1051,33465,0.863,8938,114,0.6759999999999999,0.03,0
56,0,1,5,1,0,0,50,4,3,5,16254,1518,14736,1.256,2502,55,0.5710000000000001,0.093,0
55,1,2,2,1,4,0,46,5,3,4,1438.3,0,1438.3,0.907,4271,79,0.7559999999999999,0,0
42,0,1,2,1,1,3,34,3,3,2,15315,1613,13702,0.8590000000000001,14728,100,0.754,0.105,0
50,0,3,2,0,2,0,39,5,1,3,6362,1709,4653,1.016,4476,85,0.735,0.2689999999999999,0
53,0,3,3,1,0,0,36,3,1,3,21178,1796,19382,1.182,1872,59,1.107,0.085,0
40,0,2,2,1,3,0,31,5,1,2,18693,2052,16641,0.5,1516,44,0.63,0.11,0
57,1,2,2,2,4,0,50,6,5,2,1438.3,876,562.3,0.693,4815,62,0.6759999999999999,0.609,0
52,0,2,0,2,2,0,37,4,3,3,2749,1380,1369,0.937,3882,90,0.765,0.502,0
50,0,1,2,1,0,0,43,4,5,3,20958,0,20958,0.769,4425,78,0.696,0,0
45,0,2,2,2,4,3,32,2,1,3,12695,1613,11082,0.852,8328,94,0.843,0.127,0
55,0,3,5,2,0,0,48,5,2,2,3088,1743,1345,0.7659999999999999,3906,68,0.659,0.564,0
29,1,0,4,2,4,0,36,5,2,3,5076,1223,3853,0.83,2675,57,0.629,0.241,0
45,0,3,3,1,4,0,33,6,5,0,7717,1430,6287,0.8220000000000001,1248,37,0.85,0.185,0
59,1,2,5,2,4,0,54,5,1,2,9344,1334,8010,0.375,4154,60,0.818,0.143,0
49,1,4,1,2,1,0,39,5,3,1,3255,603,2652,0.617,4045,62,0.8240000000000001,0.185,0
41,0,4,0,1,3,3,34,4,3,3,34516,1347,33169,0.8009999999999999,1005,22,1,0.039,0
49,0,1,3,2,0,0,44,6,2,3,1438.3,1058,380.3,0.56,4109,72,0.8,0.736,0
51,1,3,2,1,4,0,35,6,1,1,2141,1176,965,0.746,4317,64,0.778,0.5489999999999999,0
61,1,1,3,1,4,0,51,3,3,3,1795,794,1001,0.953,1834,59,1.107,0.442,0
50,0,1,1,1,0,0,39,2,3,2,34516,2517,31999,0.778,8087,86,0.509,0.073,0
52,0,2,2,2,1,0,44,3,4,2,1538,666,872,0.642,4808,64,0.684,0.433,0
48,0,3,3,1,2,0,39,4,3,2,5448,0,5448,0.5489999999999999,3912,72,0.565,0,0
26,0,0,2,2,4,0,21,4,3,2,1585,1535,50,0.462,2299,49,0.485,0.968,0
48,0,3,2,2,3,0,35,6,1,0,13551,1294,12257,0.7909999999999999,1388,37,1.056,0.095,0
42,1,4,2,2,4,0,32,3,1,2,2996,1992,1004,0.948,4463,87,0.74,0.665,0
38,0,3,2,1,2,0,34,6,3,3,5323,2301,3022,0.68,1783,33,0.65,0.4320000000000001,0
46,1,2,2,2,4,0,41,5,3,0,4745,1270,3475,0.93,1519,31,0.938,0.268,0
61,1,0,3,1,4,0,36,2,1,3,3175,1116,2059,0.978,14071,101,0.6829999999999999,0.351,0
49,1,4,3,1,4,0,43,5,3,4,2574,1555,1019,0.583,4134,62,0.55,0.604,0
41,0,2,5,2,1,0,27,2,3,1,13409,1255,12154,0.742,15573,99,0.768,0.094,0
52,1,2,5,1,4,0,48,3,2,4,5299,578,4721,0.931,4509,79,0.7170000000000001,0.109,0
38,1,2,3,1,1,0,31,4,2,4,1593,1091,502,0.87,4136,67,0.718,0.685,0
43,1,0,3,1,4,0,35,1,1,0,8401,1085,7316,0.696,7697,98,0.508,0.129,0
47,1,4,3,2,1,0,36,3,1,1,1596,0,1596,0.7879999999999999,5678,81,0.8,0,0
49,0,3,3,2,0,0,42,5,3,2,12630,1822,10808,0.947,4084,66,0.5710000000000001,0.144,0
38,1,2,2,1,4,0,18,5,3,3,1686,1206,480,0.767,4891,68,0.511,0.715,0
62,0,1,5,1,2,0,36,6,3,3,9521,1669,7852,1.308,2444,63,0.4,0.175,0
34,0,2,2,1,2,0,36,5,1,3,2763,1913,850,0.598,4136,69,0.568,0.6920000000000001,0
39,0,2,0,2,3,0,24,4,3,2,4061,1775,2286,0.6859999999999999,1602,40,0.667,0.4370000000000001,0
45,1,5,2,2,4,0,38,3,3,0,2144,1492,652,0.96,3859,55,0.5710000000000001,0.696,0
45,0,1,5,2,0,0,39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,0.482,0
44,1,1,2,2,1,0,36,3,4,2,1484,885,599,0.951,4819,74,0.805,0.596,0
50,0,2,2,1,3,0,44,3,3,0,4589,0,4589,0.845,1590,37,0.37,0,0
51,0,2,2,1,0,3,36,1,1,2,34516,1702,32814,0.705,8652,98,0.8490000000000001,0.049,0
48,1,4,2,2,4,0,35,6,3,2,2005,1143,862,0.8240000000000001,4311,70,0.591,0.57,0
52,1,3,5,2,4,0,41,2,1,2,1801,0,1801,0.516,5047,79,0.7559999999999999,0,0
61,0,0,4,1,1,0,53,5,1,2,5561,1434,4127,1.423,1820,42,0.826,0.258,0
48,0,2,3,2,3,0,36,3,2,4,10227,1695,8532,0.875,3577,82,0.7829999999999999,0.166,0
38,1,3,3,2,4,0,26,3,3,3,1939,1484,455,0.5760000000000001,4790,77,0.75,0.765,0
42,1,3,2,2,1,3,26,6,2,2,15104,1204,13900,0.8240000000000001,4259,79,0.58,0.08,0
38,1,0,5,1,4,0,26,5,1,4,2230,0,2230,0.8959999999999999,3766,63,0.909,0,0
31,0,1,3,0,1,3,26,1,1,3,15504,1277,14227,0.612,14181,126,0.615,0.082,0
50,1,1,5,2,4,0,37,6,1,1,1837,665,1172,0.8440000000000001,4752,88,0.66,0.362,0
48,0,3,0,1,2,0,37,3,3,2,11959,1665,10294,0.675,1191,40,0.481,0.139,0
47,1,4,4,1,4,0,39,6,2,2,1790,0,1790,0.516,4141,87,0.74,0,0
42,0,4,3,1,3,0,30,6,1,0,29801,1916,27885,0.7809999999999999,990,21,0.909,0.064,0
56,0,0,2,2,2,0,44,1,3,2,6828,1859,4969,0.752,14713,104,0.677,0.272,0
45,0,4,0,1,3,0,31,4,3,3,31978,1659,30319,0.556,2333,51,1.217,0.052,0
50,1,5,5,2,4,0,33,4,3,3,2837,1377,1460,0.564,3928,54,0.8,0.485,0
42,0,3,2,1,3,0,36,1,1,2,30117,2129,27988,0.769,7930,91,0.542,0.071,0
50,1,1,4,2,1,0,38,3,1,4,4182,0,4182,0.853,4693,82,0.608,0,0
39,0,2,2,2,2,0,24,2,3,2,21679,1073,20606,0.745,15581,115,0.797,0.049,0
38,0,2,5,2,1,0,36,5,1,2,7756,1670,6086,0.78,1858,51,0.545,0.215,0
51,1,0,1,2,4,0,38,2,2,2,4132,2517,1615,0.7859999999999999,13820,129,0.6970000000000001,0.609,0
47,0,3,5,2,2,0,35,2,3,1,14131,1333,12798,0.767,12779,103,0.6890000000000001,0.094,0
65,1,1,4,1,1,0,52,5,3,3,2155,0,2155,1.423,1655,27,1.25,0,0
36,1,1,2,1,1,0,36,5,1,3,3635,1617,2018,0.828,4045,62,1.067,0.445,0
31,0,2,5,1,4,0,18,3,2,4,1438.3,0,1438.3,1.561,2789,50,1.083,0,0
52,0,3,4,0,2,0,33,5,3,2,3388,2517,871,0.919,15313,91,0.784,0.743,0
36,0,2,3,0,1,0,36,3,3,2,2686,1733,953,0.706,2057,53,0.71,0.645,0
51,1,1,3,2,4,0,43,4,3,2,2827,1308,1519,0.79,3291,55,0.618,0.4629999999999999,0
33,0,1,3,2,3,0,28,4,3,3,34516,0,34516,0.636,2804,70,0.8420000000000001,0,0
58,0,1,5,2,3,0,54,1,3,1,5182,1459,3723,0.72,7960,112,0.6970000000000001,0.282,0
57,1,2,0,1,4,0,44,6,3,2,3914,0,3914,0.524,1964,54,0.8,0,0
43,1,4,3,2,1,0,36,3,3,2,4902,2517,2385,0.982,4508,69,0.643,0.513,0
37,1,2,3,2,4,0,22,4,2,4,2448,1740,708,0.901,4087,81,0.841,0.711,0
36,0,1,2,2,2,0,36,3,3,4,2601,1817,784,0.6629999999999999,2542,67,0.675,0.6990000000000001,0
44,1,1,3,2,4,0,36,3,3,3,6159,1640,4519,0.619,13517,106,0.6559999999999999,0.266,0
59,1,1,0,2,4,0,48,5,2,0,2601,1888,713,0.773,4899,62,0.7709999999999999,0.726,0
43,1,2,2,1,4,0,33,5,2,2,3933,852,3081,0.433,1489,45,0.324,0.217,0
40,0,3,2,1,2,0,29,6,3,2,10529,0,10529,0.7290000000000001,4583,87,0.851,0,0
36,1,1,5,2,4,0,32,2,3,2,3277,0,3277,0.84,14252,127,0.649,0,0
42,1,3,3,1,1,0,29,4,3,2,5640,0,5640,0.77,4739,80,0.86,0,0
51,0,2,2,0,2,0,41,4,3,1,1959,0,1959,0.4539999999999999,3737,71,0.614,0,0
39,1,2,5,2,4,0,35,5,3,3,9235,1479,7756,0.843,1537,49,0.581,0.16,0
57,0,2,5,1,3,0,52,6,2,4,10974,0,10974,0.591,1327,26,1,0,0
45,1,4,3,1,4,0,36,5,2,2,2225,0,2225,0.611,4138,85,0.7709999999999999,0,0
61,0,2,5,1,2,0,48,4,1,2,18571,0,18571,0.594,15802,118,0.6859999999999999,0,0
38,1,2,2,1,4,0,36,6,3,4,2717,1591,1126,1.596,2064,33,1.062,0.586,0
63,1,1,0,2,1,0,56,5,3,2,3071,2044,1027,0.91,4433,68,0.659,0.6659999999999999,0
45,1,4,2,1,4,0,38,6,3,2,5583,0,5583,0.748,3317,71,0.821,0,0
52,1,0,2,1,4,0,37,3,1,2,1793,1284,509,0.902,3989,62,0.938,0.716,0
57,1,1,3,1,4,0,36,6,2,2,3101,1257,1844,0.416,1681,32,0.524,0.405,0
57,1,2,1,0,1,0,48,2,2,2,4288,1678,2610,0.643,15505,113,0.687,0.391,0
42,1,3,2,2,4,0,35,5,2,4,5596,1086,4510,0.5870000000000001,3896,65,0.757,0.1939999999999999,0
56,0,3,2,1,0,0,46,2,1,2,7234,2055,5179,0.703,5051,83,0.66,0.284,0
49,0,1,0,1,2,0,43,6,3,4,22036,1560,20476,0.555,2139,48,0.7140000000000001,0.071,0
46,1,1,2,2,1,0,34,4,2,2,3569,0,3569,0.706,4186,72,0.636,0,0
46,1,2,3,0,4,0,26,4,3,1,1870,1785,85,0.696,4347,88,0.76,0.955,0
60,1,0,0,1,4,0,49,5,3,3,1634,1155,479,0.8740000000000001,4522,83,0.7659999999999999,0.7070000000000001,0
56,1,0,0,1,1,0,36,5,2,3,4384,929,3455,0.6779999999999999,4792,91,0.75,0.212,0
58,1,3,2,2,4,0,53,1,3,1,2669,2048,621,0.725,4863,79,1.135,0.767,0
43,1,3,0,1,4,0,36,3,2,4,2227,1394,833,1.481,1972,41,0.8640000000000001,0.626,0
55,1,3,2,1,4,0,36,6,2,3,3035,2298,737,1.724,1877,37,1.176,0.757,0
49,0,2,2,1,2,0,43,4,4,4,15377,1516,13861,0.627,1848,49,1.042,0.099,0
53,0,3,3,1,0,0,44,5,6,4,14057,1655,12402,0.6759999999999999,2073,60,0.3329999999999999,0.118,0
49,1,3,4,1,1,0,41,6,2,2,1869,758,1111,0.91,1549,34,0.478,0.406,0
43,0,3,2,1,3,0,32,2,1,2,4196,1331,2865,0.537,14545,116,0.841,0.317,0
51,0,3,3,2,1,0,36,4,3,4,5000,942,4058,0.604,4077,81,0.653,0.188,0
44,1,2,2,0,4,0,36,6,3,0,7065,990,6075,0.503,3758,65,0.711,0.14,0
43,1,2,2,1,1,0,36,2,3,2,4287,0,4287,0.807,4874,82,0.708,0,0
48,0,1,2,2,3,0,36,1,3,1,2754,2152,602,0.821,13991,125,0.7609999999999999,0.7809999999999999,0
57,0,0,1,1,2,0,36,3,1,2,5335,1206,4129,0.69,1844,49,0.75,0.226,0
32,1,1,3,2,4,3,13,4,1,2,10332,948,9384,0.843,2914,67,0.763,0.092,0
35,0,3,2,1,0,0,28,4,3,2,14869,0,14869,1.624,2753,48,1.087,0,0
53,0,1,5,1,1,0,43,3,1,2,4426,1530,2896,0.518,1231,34,0.214,0.346,0
49,1,2,5,1,4,0,38,6,3,3,2468,0,2468,1.057,3371,62,0.6759999999999999,0,0
45,0,2,2,1,2,0,35,1,2,3,7653,1693,5960,0.6829999999999999,7508,93,0.5760000000000001,0.221,0
52,1,3,2,1,4,0,47,4,4,2,2577,879,1698,0.74,5021,75,0.7440000000000001,0.341,0
52,1,2,2,1,4,0,45,3,3,3,2548,1683,865,0.75,2055,54,0.636,0.6609999999999999,0
41,1,4,2,1,4,0,36,4,1,1,4632,0,4632,0.637,4306,63,0.75,0,0
46,1,4,5,1,4,0,30,3,3,1,2479,1759,720,0.81,4562,86,0.72,0.71,0
36,0,2,3,1,3,0,26,4,2,4,15982,1691,14291,0.8079999999999999,1687,40,0.7390000000000001,0.106,0
50,0,1,5,1,1,0,45,5,3,3,2151,1163,988,0.8490000000000001,2513,62,0.59,0.541,0
41,0,4,4,1,1,3,30,6,3,3,16386,2236,14150,1.004,3293,66,0.833,0.136,0
43,1,3,2,2,4,0,35,1,3,2,1620,771,849,0.675,4387,91,0.655,0.476,0
39,0,3,2,1,0,0,36,3,3,2,32964,2231,30733,1.731,3094,45,1.6469999999999998,0.068,0
38,0,2,4,2,3,0,22,4,1,2,15410,0,15410,0.638,3368,69,0.5329999999999999,0,0
44,0,2,2,1,2,0,36,5,6,1,5950,1117,4833,0.57,4682,89,0.679,0.188,0
45,1,3,3,0,1,3,36,2,2,2,18000,1829,16171,0.675,7149,86,0.623,0.102,0
36,1,0,5,0,4,0,32,3,2,3,3687,1655,2032,0.742,2448,63,0.5,0.449,0
46,0,2,0,1,0,0,40,1,2,2,34516,1649,32867,0.741,7552,87,0.611,0.048,0
48,1,4,2,1,4,0,36,5,1,1,2930,773,2157,0.6609999999999999,1545,21,0.909,0.264,0
60,1,1,0,1,4,0,53,4,3,3,3346,922,2424,0.913,1276,21,0.75,0.276,0
48,1,4,1,0,4,3,38,2,1,2,10610,0,10610,0.664,15050,108,0.742,0,0
33,1,1,2,2,1,0,20,2,2,3,4883,0,4883,0.7240000000000001,4613,82,1,0,0
48,1,3,5,2,4,0,39,4,3,4,2991,1508,1483,0.703,3734,64,0.882,0.504,0
38,0,1,3,2,1,0,30,2,2,1,2232,1163,1069,0.557,4185,80,0.778,0.521,0
38,1,2,3,1,1,0,27,3,2,3,1776,1586,190,0.7979999999999999,4350,71,0.868,0.893,0
58,1,1,4,2,4,0,36,6,2,4,1438.3,0,1438.3,0.657,4722,89,0.745,0,0
42,1,3,1,1,4,0,36,4,2,1,9778,2154,7624,0.5,3413,66,0.6920000000000001,0.22,0
39,1,2,2,2,1,0,34,6,4,2,13984,632,13352,0.7020000000000001,4727,83,0.66,0.045,0
51,0,3,3,1,0,0,40,6,3,2,7319,1692,5627,0.701,1233,29,0.611,0.231,0
46,0,3,3,2,2,0,39,4,1,4,23642,2049,21593,0.7190000000000001,3139,54,0.636,0.087,0
38,1,3,3,1,4,0,28,4,2,3,2435,1888,547,0.922,1847,39,0.696,0.775,0
57,1,2,5,1,4,0,46,2,3,2,2129,1139,990,1.025,4509,73,0.825,0.535,0
41,0,3,3,1,3,0,33,2,1,1,13818,609,13209,0.787,13209,101,0.6559999999999999,0.044,0
37,0,3,2,1,2,0,23,4,3,2,3034,2167,867,0.711,2058,49,0.485,0.7140000000000001,0
49,0,2,3,2,3,3,40,4,3,2,34516,1313,33203,0.583,15154,99,0.833,0.038,0
31,0,2,0,1,4,0,21,6,2,4,2718,1920,798,1.604,2570,49,1.042,0.706,0
34,1,2,3,1,4,0,13,6,2,2,1798,833,965,0.882,4551,84,0.787,0.4629999999999999,0
51,0,2,5,2,0,0,35,1,2,2,34516,1068,33448,0.966,16428,123,0.809,0.031,0
49,1,4,2,1,1,0,38,4,2,1,12836,1034,11802,0.6629999999999999,2519,53,0.472,0.081,0
48,0,3,5,0,1,0,35,3,5,3,11427,2307,9120,0.848,15243,107,0.754,0.2019999999999999,0
27,1,1,3,2,4,0,19,4,1,3,4255,1748,2507,0.516,2236,57,0.541,0.411,0
48,1,1,3,1,4,0,40,5,4,3,4170,1384,2786,0.77,4532,94,0.649,0.332,0
42,0,3,2,2,1,0,30,6,2,2,8960,1054,7906,0.414,1488,26,0.368,0.118,0
43,0,5,5,1,0,0,31,4,3,4,34516,830,33686,0.54,3789,57,0.541,0.024,0
59,0,1,2,2,1,0,53,4,3,2,2136,1502,634,0.648,1908,37,0.37,0.703,0
54,1,0,5,1,4,0,36,2,2,2,1494,706,788,1.6740000000000002,1305,24,3,0.473,0
46,1,4,5,2,4,0,35,5,2,3,2722,1473,1249,0.737,3129,69,0.6829999999999999,0.541,0
39,0,4,5,1,3,0,27,6,4,2,1438.3,0,1438.3,0.797,4282,69,0.725,0,0
31,0,1,4,2,1,0,20,5,3,3,13734,0,13734,0.855,2566,74,0.762,0,0
51,0,1,3,2,2,3,43,2,3,2,28673,0,28673,0.537,3722,69,0.725,0,0
33,0,1,4,1,3,0,36,4,3,2,2946,1359,1587,0.746,2017,48,0.455,0.461,0
44,0,4,1,1,3,0,33,3,1,3,4552,1144,3408,0.7090000000000001,14418,104,0.677,0.251,0
56,1,2,3,2,1,0,36,4,1,2,13904,625,13279,0.6729999999999999,3151,67,0.595,0.045,0
53,0,3,0,2,0,0,36,6,2,0,34516,1901,32615,0.914,1497,43,1.15,0.055,0
55,0,0,3,1,3,0,35,5,1,4,3864,1901,1963,0.289,1018,32,0.391,0.4920000000000001,0
56,1,3,4,2,1,0,36,2,1,1,3005,1660,1345,0.88,4586,72,0.7559999999999999,0.552,0
45,0,4,0,0,2,0,40,5,1,0,10408,1186,9222,1.689,2560,42,1.211,0.114,0
40,0,5,4,2,2,0,30,3,2,2,1659,0,1659,0.585,3838,66,0.6920000000000001,0,0
49,1,1,1,2,1,0,32,3,3,2,1438.3,0,1438.3,0.718,4052,65,0.757,0,0
50,1,2,0,1,1,0,37,6,2,1,3600,1904,1696,0.72,4946,75,0.531,0.529,0
47,0,2,3,2,1,0,27,2,3,2,1536,0,1536,0.913,4643,89,0.745,0,0
51,1,2,3,2,4,0,47,5,2,3,3069,2517,552,0.73,4512,83,0.7659999999999999,0.82,0
53,0,2,4,1,3,0,43,4,2,4,4039,1397,2642,0.396,1494,36,0.286,0.346,0
41,1,4,2,2,4,0,35,3,1,4,2138,1283,855,0.645,4785,85,0.518,0.6,0
53,0,1,2,2,0,0,38,4,3,3,1891,922,969,0.812,3822,69,0.5329999999999999,0.488,0
53,1,3,5,2,4,0,40,5,2,3,1438.3,661,777.3,0.573,4463,87,0.812,0.46,0
40,1,1,2,1,4,0,32,4,1,5,8749,1654,7095,0.695,5054,73,0.5529999999999999,0.1889999999999999,0
53,0,2,2,1,2,0,47,6,2,2,6363,1162,5201,0.644,1256,26,1,0.183,0
42,1,4,2,1,4,0,28,5,2,4,2205,1245,960,0.925,4921,90,0.8,0.565,0
54,1,3,0,2,4,0,36,4,4,2,2957,1408,1549,0.667,4280,82,0.7829999999999999,0.476,0
47,1,3,5,1,4,3,36,5,3,1,11884,1339,10545,0.556,4134,72,1,0.113,0
58,0,3,0,1,0,0,54,5,1,4,3452,2088,1364,0.768,1008,21,0.4,0.605,0
51,1,1,3,2,4,0,45,3,3,3,2918,2049,869,0.501,3818,61,0.605,0.7020000000000001,0
49,1,3,5,1,4,0,36,5,3,4,1438.3,0,1438.3,0.929,4205,88,0.66,0,0
60,0,1,2,2,1,0,54,6,3,3,1848,1408,440,0.779,4757,75,0.923,0.762,0
31,0,1,0,2,1,0,36,3,1,2,11109,2045,9064,0.625,13988,92,0.84,0.184,0
60,1,1,0,2,1,0,50,5,1,3,1438.3,0,1438.3,0.578,4148,84,0.7140000000000001,0,0
44,0,2,2,2,3,0,31,5,2,4,34516,1311,33205,0.6,4485,85,0.7709999999999999,0.038,0
56,0,2,2,0,0,0,45,3,3,1,3296,1435,1861,0.968,4327,66,0.737,0.435,0
34,1,1,3,1,4,0,28,4,3,4,2707,2036,671,0.8270000000000001,1926,33,0.941,0.752,0
61,0,2,3,2,2,0,47,5,2,3,2175,1404,771,0.633,3994,64,0.778,0.6459999999999999,0
49,1,3,2,1,4,0,35,3,3,3,2919,2032,887,0.654,4937,75,0.667,0.696,0
39,0,4,3,1,3,0,25,6,2,3,8208,0,8208,1.568,3135,39,1.167,0,0
45,0,4,0,2,0,0,40,3,3,3,2900,1782,1118,1.351,4686,64,0.561,0.614,0
39,0,4,2,1,4,0,32,4,1,4,2973,2360,613,1.257,2593,57,0.7809999999999999,0.794,0
48,1,3,3,1,4,0,36,5,2,1,1438.3,0,1438.3,0.6459999999999999,4490,65,0.625,0,0
26,0,1,0,2,1,0,36,3,4,3,2703,1256,1447,0.949,2111,29,0.706,0.465,0
50,0,3,2,2,0,0,33,1,2,2,34516,1134,33382,0.585,4520,73,0.659,0.033,0
42,1,4,4,2,4,0,36,6,2,3,1438.3,674,764.3,1.769,2451,55,1.2919999999999998,0.469,0
49,0,3,3,1,2,0,37,5,2,1,3906,0,3906,1.214,1756,32,1,0,0
61,0,0,4,1,4,0,56,6,3,4,1438.3,0,1438.3,0.589,1448,31,0.292,0,0
49,1,3,5,0,1,0,36,5,1,2,5238,1365,3873,1.027,1834,43,1.263,0.261,0
46,1,3,0,2,4,0,36,5,2,2,2503,2373,130,0.6970000000000001,4647,65,0.8059999999999999,0.948,0
43,0,3,2,2,4,0,31,3,1,2,4098,1776,2322,0.6729999999999999,3939,84,0.647,0.433,0
50,1,1,2,1,4,0,36,3,1,2,4143,1888,2255,0.561,3940,74,0.805,0.456,0
41,0,4,5,2,3,0,33,6,3,3,4388,1519,2869,0.787,4406,74,0.574,0.346,0
52,1,2,3,1,1,0,44,3,3,1,5731,0,5731,0.685,4751,85,0.932,0,0
35,1,2,3,1,4,0,21,5,6,3,2157,1188,969,0.847,2111,59,0.639,0.551,0
40,0,2,2,0,2,0,36,3,1,2,3099,0,3099,0.72,3622,75,0.667,0,0
34,0,1,5,1,2,0,18,3,2,2,10488,1636,8852,0.6809999999999999,14719,116,0.6809999999999999,0.156,0
60,0,0,3,2,3,3,36,1,2,3,34516,806,33710,0.755,13434,102,0.672,0.023,0
52,0,0,5,1,2,0,36,3,3,2,22720,793,21927,0.685,1102,27,0.286,0.035,0
50,0,0,3,0,1,0,29,5,3,2,5530,2034,3496,0.647,4836,68,0.7440000000000001,0.368,0
52,1,3,2,1,4,0,44,5,5,3,2421,2312,109,0.674,4219,69,0.605,0.955,0
52,1,2,3,2,4,0,47,5,2,3,7030,994,6036,0.725,3211,69,0.725,0.141,0
37,1,1,2,2,1,0,27,6,1,2,2673,2517,156,0.7140000000000001,3052,63,0.75,0.942,0
44,1,3,2,2,4,0,17,1,2,3,8861,1149,7712,0.718,8387,102,0.759,0.13,0
53,0,0,2,2,2,0,35,3,1,3,17721,596,17125,0.6940000000000001,14409,83,0.8440000000000001,0.034,0
46,0,2,4,2,2,0,41,3,3,2,10077,0,10077,0.639,2118,52,0.5760000000000001,0,0
48,0,5,2,1,3,0,35,4,3,3,9030,2369,6661,0.662,4899,84,0.867,0.262,0
48,1,3,2,1,1,0,36,4,2,2,5573,1238,4335,0.624,4348,90,0.8370000000000001,0.222,0
48,1,3,4,1,4,3,40,6,3,3,13991,1580,12411,0.8640000000000001,4100,74,0.721,0.113,0
55,1,1,1,1,4,0,36,4,1,0,3174,1951,1223,0.7659999999999999,1243,29,0.611,0.615,0
43,0,3,3,2,2,0,30,6,2,4,11550,1505,10045,1.034,3891,76,0.9,0.13,0
31,0,0,5,1,1,0,22,3,3,0,4048,1113,2935,0.7170000000000001,1757,45,0.607,0.275,0
41,0,1,0,1,1,0,32,3,4,2,10682,1334,9348,0.7020000000000001,7332,92,0.614,0.125,0
60,1,1,5,2,4,0,47,1,3,2,4905,2413,2492,0.853,15478,109,0.73,0.4920000000000001,0
65,1,0,2,1,4,0,56,6,3,3,4460,1262,3198,0.898,1877,41,0.7829999999999999,0.283,0
65,1,0,2,1,4,0,53,5,3,5,4161,2491,1670,0.41,1203,30,0.579,0.599,0
48,1,4,5,1,4,0,29,1,3,2,1843,1802,41,0.762,5199,73,0.738,0.978,0
43,0,3,3,1,2,0,36,3,3,1,9560,0,9560,0.802,4601,66,0.5710000000000001,0,0
56,0,3,2,2,2,0,46,1,2,2,1891,1134,757,0.636,5255,77,0.833,0.6,0
45,1,2,5,2,1,0,35,2,3,0,3540,849,2691,0.456,1321,28,0.75,0.24,0
52,0,4,2,2,1,0,46,3,3,2,13090,0,13090,0.75,3851,78,1,0,0
64,1,0,2,1,4,0,51,6,3,1,4920,1142,3778,0.507,1420,31,0.348,0.2319999999999999,0
37,0,2,3,2,2,0,29,3,2,3,9829,2517,7312,0.59,2927,73,1.212,0.256,0
44,1,4,2,2,4,0,36,4,3,3,2658,1884,774,0.627,4779,83,0.93,0.7090000000000001,0
54,0,3,2,1,1,0,44,3,3,3,1655,0,1655,0.7659999999999999,4621,67,0.675,0,0
34,0,2,3,1,0,0,21,3,3,3,6259,1063,5196,0.6679999999999999,1836,50,0.515,0.17,0
37,1,4,5,1,4,0,26,2,1,2,3423,647,2776,0.73,14308,124,0.722,0.1889999999999999,0
40,0,3,2,2,0,0,27,4,2,3,17018,0,17018,0.69,1550,47,0.621,0,0
57,0,2,5,2,3,0,43,6,3,1,12045,1749,10296,0.736,4884,86,0.87,0.145,0
43,1,1,2,1,4,0,38,2,2,1,2550,1421,1129,0.8190000000000001,8063,72,0.7140000000000001,0.557,0
52,1,1,3,1,4,0,35,1,3,3,1959,1022,937,0.78,7847,65,0.857,0.522,0
